customerID,Churn,Value_at_Risk
9680-NIAUV,0,7898.400000000001
2146-EGVDT,0,1138.7
2604-IJPDU,0,1931.0
9178-JHUVJ,0,578.4000000000001
6168-YBYNP,0,6569.65
7255-SSFBC,0,8082.0
3645-DEYGF,0,20.75
9323-HGFWY,0,2751.3
8544-GOQSH,0,1120.7
3363-DTIVD,0,7494.05
7018-WBJNK,0,1017.9
9142-KZXOP,0,3029.3999999999996
7674-YTAFD,0,2638.35
6348-SNFUS,0,3992.4
1285-OKIPP,1,79.9
7825-ECJRF,1,2025.3999999999999
1347-KTTTA,0,6556.8
7841-TZDMQ,1,92.0
4195-NZGTA,0,25.25
7157-SMCFK,0,1204.75
4709-LKHYG,0,580.0
2504-DSHIH,0,1996.3999999999999
0699-NDKJM,0,3348.75
9286-BHDQG,0,3258.0
0230-WEQUW,0,3735.6
2040-LDIWQ,0,5473.0
6496-JDSSB,0,640.0
9408-SSNVZ,1,280.6
4443-EMBNA,0,1757.25
6469-MRVET,0,20.2
0742-MOABM,1,200.2
5961-VUSRV,0,232.20000000000002
6778-JFCMK,0,1214.4
6341-JVQGF,0,2515.65
2232-DMLXU,1,55.2
4811-JBUVU,0,2697.0
0945-TSONX,0,4009.1
2651-ZCBXV,0,5832.0
3316-UWXUY,0,4675.0
8937-RDTHP,1,84.6
7083-MIOPC,0,1458.0
1984-GPTEH,0,729.3499999999999
1251-KRREG,1,108.8
0621-JFHOL,0,296.0
9903-LYSAB,0,1316.7
0094-OIFMO,1,1045.0
9227-UAQFT,0,316.0
7301-ABVAD,0,6235.2
6614-FHDBO,0,7862.400000000001
7576-ASEJU,0,3062.7000000000003
9058-HRZSV,0,6136.0
4522-AKYLR,0,712.4
0221-WMXNQ,0,301.4
0303-UNCIP,0,2665.0
9947-OTFQU,1,1116.0
0322-YINQP,1,48.55
0959-WHOKV,0,4158.0
4075-JFPGR,0,4768.5
4629-NRXKX,1,140.8
9514-JDSKI,1,40.2
3282-ZISZV,0,2678.4
3675-YDUPJ,0,198.5
4111-BNXIF,0,3989.85
7017-VFHAY,0,7021.099999999999
6655-LHBYW,0,5717.5
4959-JOSRX,1,89.2
5046-NUHWD,0,1305.0
7273-TEFQD,1,123.44999999999999
3606-TWKGI,1,1389.7
7529-ZDFXI,0,5121.45
7605-BDWDC,0,1545.3500000000001
1950-KSVVJ,0,5098.5
0123-CRBRT,0,5374.099999999999
6292-TOSSS,0,1245.0
3197-ARFOY,0,1995.0
6323-AYBRX,1,1141.65
7014-ZZXAW,0,1721.75
4385-GZQXV,1,1511.2
7633-MVPUY,0,3405.75
6366-ZGQGL,1,24.8
4716-HHKQH,0,2141.0
5940-AHUHD,1,70.6
6432-TWQLB,1,427.0
4484-GLZOU,1,5462.599999999999
3179-GBRWV,0,1363.95
8645-KWHJO,0,770.0
4130-MZLCC,0,252.75
0314-TKOSI,0,330.9
8229-MYEJZ,0,512.0
2080-SRCDE,0,25.4
9577-WJVCQ,0,3702.6000000000004
9512-UIBFX,1,1712.7
6202-DYYFX,0,1672.0
3808-HFKDE,0,887.0
5583-SXDAG,1,70.0
3488-PGMQJ,1,596.0
3580-REOAC,1,448.5
7534-BFESC,1,1826.3999999999999
3727-OWVYD,0,2142.0
2294-SALNE,0,1996.3999999999999
4847-TAJYI,0,536.0999999999999
1563-IWQEX,0,236.39999999999998
8203-XJZRC,0,20.25
6556-DBKZF,0,5399.55
6851-WEFYX,0,3528.0
2985-JUUBZ,0,2982.0
6390-DSAZX,1,73.6
0895-LMRSF,0,1492.7
8098-LLAZX,1,381.8
8266-VBFQL,0,361.6
8181-YHCMF,0,4100.4
2240-HSJQD,0,3110.2999999999997
1248-DYXUB,0,1289.6000000000001
0265-EDXBD,1,2396.8
4115-BNPJY,0,2190.95
3167-SNQPL,0,3843.7000000000003
4091-TVOCN,0,3780.0
1098-TDVUQ,0,19.25
7277-OZCGZ,0,1959.1
1557-EMYVT,0,4947.15
2799-ARNLO,0,346.75
7563-BIUPC,1,403.0
5027-YOCXN,0,5612.55
3973-SKMLN,0,1412.8999999999999
2321-OMBXY,1,3051.4
2840-XANRC,1,2235.6000000000004
6745-JEFZB,0,3202.5
5020-ZSTTY,1,4452.3
9880-TDQAC,0,4320.0
8705-WZCYL,0,44.8
7102-JJVTX,0,437.40000000000003
8626-PTQGE,0,4143.45
4983-CLMLV,0,5340.400000000001
5701-YVSVF,0,911.9000000000001
5804-LEPIM,1,140.7
5697-GOMBF,0,1005.1999999999999
2739-CACDQ,0,1405.0500000000002
9385-EHGDO,0,694.75
9498-FIMXL,0,153.6
2379-GYFLQ,0,4365.400000000001
0122-OAHPZ,1,516.9499999999999
2868-SNELZ,1,161.2
4322-RCYMT,1,5154.4
6680-NENYN,1,4497.8
2088-IEBAU,0,5994.200000000001
7982-VCELR,0,3412.7999999999997
1343-EHPYB,1,6514.200000000001
6035-BXTTY,0,1748.8
6885-PKOAM,0,6088.25
7520-HQWJU,0,4451.7
9639-BUJXT,0,1291.5
5924-SNGKP,0,830.25
0021-IKXGC,0,72.1
2034-GDRCN,1,180.8
8966-SNIZF,0,1361.5
6243-OZGFH,0,1033.8500000000001
4654-DLAMQ,0,6208.0
0513-RBGPE,0,2323.6
5160-UXJED,0,758.2
4115-NZRKS,0,624.0500000000001
0219-YTZUE,1,339.2
0623-IIHUG,1,879.9
4572-DVCGN,1,802.5
3351-NGXYI,0,865.6
8984-EYLLL,0,6736.0
9057-MSWCO,1,830.25
9833-TGFHX,0,4078.2
9294-TDIPC,0,101.0
5229-DTFYB,0,4050.7999999999997
0104-PPXDV,0,2917.3999999999996
5176-LMJXE,0,965.85
3583-KRKMD,0,1366.2
1010-DIAUQ,1,482.5
9069-LGEUL,0,1378.8500000000001
7302-ZHMHP,0,19.15
9571-EDEBV,0,7004.150000000001
3520-FJGCV,0,8107.2
6563-VRERX,0,679.8000000000001
0259-GBZSH,1,171.3
6122-EFVKN,0,858.0
2805-EDJPQ,0,5586.0
6862-CQUMB,0,3555.7
7156-MXBJE,0,3659.2999999999997
6158-HDPXZ,0,25.35
9601-BRXPO,1,2623.75
2863-IMQDR,0,5468.650000000001
5686-CMAWK,0,1474.75
5651-CRHKQ,0,3534.2000000000003
6905-NIQIN,1,50.65
8204-YJCLA,0,4665.599999999999
5167-ZFFMM,1,90.85
6583-SZVGP,0,5188.799999999999
4895-TMWIR,1,219.45
0533-BNWKF,1,4699.75
1708-PBBOA,0,2299.5
8782-LKFPK,0,3977.6000000000004
5522-JBWMO,0,44.0
3597-MVHJT,0,2581.2
9774-NRNAU,0,2289.6
0224-RLWWD,0,88.6
9967-ATRFS,0,378.09999999999997
3951-NJCVI,0,3992.1
2977-CEBSX,0,5943.3
0177-PXBAT,0,3626.7000000000003
6599-CEBNN,1,2514.3
2519-ERQOJ,0,1801.8
5876-QMYLD,0,461.15000000000003
2277-AXSDC,0,632.0
9442-JTWDL,0,220.55
0979-PHULV,1,6862.05
3067-SVMTC,0,3801.2
5495-GPSRW,0,394.0
7606-BPHHN,0,1425.6000000000001
4742-DRORA,0,5724.0
0111-KLBQG,0,3006.4
4800-VHZKI,1,19.9
7989-CHGTL,1,19.6
0334-GDDSO,1,244.04999999999998
4163-NCJAK,0,1124.7
5233-AOZUF,0,2173.55
5973-EJGDP,0,4454.849999999999
1996-DBMUS,0,3391.2000000000003
7916-VCCPB,0,1172.0
4686-GEFRM,0,6909.0
5249-QYHEX,0,992.0
0578-SKVMF,1,1832.6
5564-NEMQO,1,75.3
2233-FAGXV,0,121.5
5605-IYGFG,0,488.94999999999993
7663-ZTEGJ,0,2915.95
3935-TBRZZ,0,1130.8
8111-BKVDS,0,407.0
2055-SIFSS,0,2840.75
2806-MLNTI,0,5465.2
8734-DKSTZ,0,859.5
4360-PNRQB,0,1360.8
6152-ONASV,0,3961.0
9063-ZGTUY,1,1183.3999999999999
7781-HVGMK,0,4694.400000000001
2181-UAESM,0,106.9
2957-LOLHO,1,544.8
6048-NJXHX,0,809.75
2320-SLKMB,0,1155.7
4980-URKXC,0,750.6
4376-KFVRS,0,8211.6
5886-VLQVU,0,3144.75
3577-AMVUX,0,55.05
0771-WLCLA,0,1807.2
5628-RKIFK,0,4975.95
0206-TBWLC,0,6191.1
2937-FTHUR,0,1166.3999999999999
1910-FMXJM,0,2894.4
7752-XUSCI,1,6354.0
4110-PFEUZ,1,69.55
0732-OCQOC,0,1302.6000000000001
5168-MSWXT,0,758.0
1090-ESELR,0,7596.0
8592-PLTMQ,0,1580.8
5760-WRAHC,0,1534.5
8847-GEOOQ,0,3612.0
0256-LTHVJ,1,2269.4
4785-FCIFB,0,1488.3999999999999
8313-NDOIA,0,2499.6000000000004
5149-CUZUJ,0,2601.2000000000003
0942-KOWSM,0,2424.0
4237-CLSMM,0,40.0
1452-VOQCH,0,75.1
4719-UMSIY,0,117.89999999999999
6614-VBEGU,0,1666.8000000000002
0880-TKATG,1,404.6
3811-VBYBZ,1,698.6
1480-BKXGA,0,8355.6
2996-XAUVF,0,2803.5
9076-AXYIK,0,6534.4
5968-XQIVE,0,6458.400000000001
8896-RAZCR,0,875.5999999999999
4640-UHDOS,1,727.35
4933-IKULF,0,351.04999999999995
3583-EKAPL,1,55.0
1304-BCCFO,0,630.4499999999999
4104-PVRPS,0,1286.4
9399-APLBT,1,74.7
2359-KMGLI,1,1926.0
3780-DDGSE,0,2661.75
4431-EDMIQ,0,529.9
0306-JAELE,1,480.5
6227-HWPWX,1,1035.0
0486-LGCCH,0,216.14999999999998
0447-BEMNG,1,2174.3999999999996
4612-SSVHJ,0,1629.0
5168-MQQCA,0,7812.0
5949-XIKAE,1,668.4
7971-HLVXI,0,6084.0
9094-AZPHK,0,1502.25
3649-JPUGY,0,6379.2
4472-LVYGI,0,0.0
8372-JUXUI,1,74.35
3552-CTCYF,0,6602.4
6778-YSNIH,0,118.0
0388-EOPEX,1,148.8
5756-OZRIO,0,3907.0499999999997
6579-JPICP,0,20.4
8205-OTCHB,1,962.5
4134-BSXLX,0,1705.2
0505-SPOOW,0,1386.0
6235-VDHOM,1,142.25
7783-YKGDV,1,1196.4
4374-YMUSQ,0,3952.5
4513-CXYIX,0,5729.7
3957-HHLMR,0,4564.0
7803-XOCCZ,0,4370.599999999999
5736-YEJAX,0,5482.05
5609-CEBID,1,1882.0
8981-FJGLA,0,858.0
7218-HKQFK,1,188.4
4636-QRJKY,1,483.0
1135-LMECX,0,19.85
4332-MUOEZ,0,1886.0
8535-SFUTN,0,6493.45
5956-VKDTT,1,371.75
8677-HDZEE,0,5905.2
2475-MROZF,0,2850.0
9412-GHEEC,1,4192.0
3482-ABPKK,0,1520.3999999999999
6705-LXORM,0,350.25
0257-ZESQC,1,2030.4
7531-GQHME,0,240.60000000000002
5174-ITUMV,0,7061.8
4109-CYRBD,0,1496.4
0913-XWSCN,0,4702.5
6825-UYPFK,1,1738.8
8397-MVTAZ,1,3401.7
0750-EBAIU,0,4745.0
8606-CIQUL,0,8334.0
3571-DPYUH,0,5492.6
7601-GNDYK,0,686.0
0356-OBMAC,0,5594.400000000001
8067-NIOYM,0,506.40000000000003
1403-GYAFU,0,1403.5
4234-XTNEA,0,159.9
1297-VQDRP,0,7286.200000000001
9282-IZGQK,1,85.0
5348-CAGXB,0,1074.6
0621-HJWXJ,0,5137.65
5844-QVTAT,0,1928.8500000000001
8905-IAZPF,0,6599.85
5394-MEITZ,0,4836.0
6859-QNXIQ,0,8143.2
2782-LFZVW,0,648.45
2866-IKBTM,0,19.55
1342-JPNKI,1,860.5
2817-NTQDO,1,592.15
7129-AZJDE,0,2684.3
6986-IJDHX,1,3365.7
2560-PPCHE,0,6828.25
4676-MQUEA,0,5095.0
8138-EALND,0,296.25
3580-HYCSP,0,7941.599999999999
1352-HNSAW,0,8323.199999999999
2075-PUEPR,0,1064.25
1982-FEBTD,0,588.8000000000001
5301-GAUUY,1,2571.2
5791-KAJFD,0,3850.0
2654-VBVPB,0,19.9
1154-HYWWO,0,2682.7999999999997
2501-XWWTZ,0,772.2
3716-UVSPD,0,49.3
6815-ABQFQ,0,6006.0
7343-EOBEU,0,70.80000000000001
3701-SFMUH,0,487.90000000000003
6103-LIANB,0,5870.5
7319-VENRZ,0,450.09999999999997
5846-NEQVZ,0,5030.349999999999
6967-QIQRV,0,1528.5
5781-RFZRP,0,5218.5
0939-YAPAF,1,3508.75
0308-IVGOK,0,444.4
7293-LSCDV,0,1155.0
7025-WCBNE,0,2801.2000000000003
5756-JYOJT,0,713.9000000000001
4710-FDUIZ,1,5616.8
6030-REHUX,0,3103.7999999999997
9548-LIGTA,0,4944.05
5150-LJNSR,0,3039.5499999999997
8270-RKSAP,0,634.5
6522-YRBXD,0,3309.25
2640-LYMOV,0,39.3
1218-VKFPE,1,228.0
3627-FHKBK,1,75.3
2865-TCHJW,1,356.8
1423-BMPBQ,0,19.0
2393-DIVAI,0,60.0
5192-EBGOV,1,85.7
4568-KNYWR,0,3289.0
8752-IMQOS,0,100.5
0742-LAFQK,0,7138.8
0795-LAFGP,0,6418.400000000001
0619-OLYUR,0,8056.8
5512-IDZEI,0,1145.3999999999999
0459-SPZHJ,0,5260.5
0215-BQKGS,0,2529.0
9244-ZVAPM,0,45.6
0719-SYFRB,1,739.8
8208-EUMTE,0,877.6
5172-MIGPM,0,262.2
1710-RCXUS,0,4607.849999999999
0374-FIUCA,0,1326.0
5839-SUYVZ,0,1192.8
5173-ZXXXL,0,39.9
1096-ADRUX,0,4900.5
2001-MCUUW,0,4997.900000000001
2731-GJRDG,0,3505.6
4723-BEGSG,0,6238.8
6516-NKQBO,0,3078.0
8672-OAUPW,0,2440.35
8207-DMRVL,0,8247.6
3419-SNJJD,1,6841.25
6543-CPZMK,1,269.55
4765-OXPPD,1,585.0
2804-ETQDK,0,1356.3
6689-VRRTK,0,4831.2
7138-GIRSH,0,3475.0
9396-ZSFLL,0,732.75
6464-KEXXH,0,202.0
7134-MJPDY,0,6788.099999999999
5240-CAOYT,0,4990.349999999999
4059-IIEBK,0,549.85
4881-JVQOD,0,345.5
0516-UXRMT,0,5707.099999999999
4851-BQDNX,0,3402.0
5148-HKFIR,0,394.0
1009-IRMNA,1,140.0
3003-CMDUU,0,2378.75
5016-IBERQ,0,1937.75
6797-UCJHZ,0,6903.599999999999
2469-DTSGX,0,8038.8
4554-YGZIH,1,4412.45
5099-BAILX,1,4762.25
9931-KGHOA,0,2530.0
1775-KWJKQ,0,6469.2
7665-VIGUD,0,203.5
9411-TPQQV,0,2182.0
7207-RMRDB,1,6857.5
7954-MLBUN,0,3082.9500000000003
2077-DDHJK,0,4821.200000000001
4913-EHYUI,1,5854.8
0195-IESCP,1,852.5
9574-BOSMD,0,1727.1999999999998
4580-TMHJU,1,2414.45
0970-ETWGE,1,89.55
4908-XAXAY,0,4402.65
8404-VLQFB,0,378.75
1626-ERCMM,1,1891.0
0887-HJGAR,1,45.7
2391-IPLOP,0,3482.5000000000005
5644-PDMZC,1,179.0
3509-GWQGF,0,1680.0
9576-ANLXO,1,208.64999999999998
2024-BASKD,1,74.6
5845-BZZIB,0,703.5
1140-UKVZG,0,421.6
4160-AMJTL,1,157.2
5183-SNMJQ,0,951.0
8100-PNJMH,0,6041.799999999999
7838-LAZFO,0,3546.0
4464-JCOLN,1,39.7
2085-JVGAD,0,752.95
5650-VDUDS,1,97.0
8095-WANWK,0,452.5
3030-ZKIWL,0,20.05
9565-FLVCG,0,4520.75
8755-OGKNA,0,1111.5
2800-VEQXM,0,224.25
7538-GWHML,1,139.3
5533-RJFTJ,0,1479.8
3859-CVCET,1,182.6
0214-JHPFW,0,4046.0
5642-MHDQT,0,1052.0500000000002
3088-FVYWK,0,1354.15
3276-HDUEG,1,75.05
9092-GDZKO,0,546.7
0823-HSCDJ,1,2555.7999999999997
3729-OWRVL,0,7172.75
2324-AALNO,0,1178.4
0822-GAVAP,1,69.4
5760-IFJOZ,0,323.85
2826-UWHIS,0,3663.0000000000005
1448-PWKYE,1,80.0
7501-IWUNG,0,4501.8
4957-TREIR,0,193.20000000000002
7251-LJBQN,0,4150.0
8040-MNRTF,0,71.1
1536-HBSWP,0,49.9
5313-FPXWG,0,1254.6000000000001
0067-DKWBL,1,98.5
0946-FKYTX,0,1565.2
5076-YVXCM,0,4253.400000000001
8262-COGGB,0,20.45
6663-JOCQO,0,2332.75
9620-QJREV,0,965.85
2276-YDAVZ,1,225.29999999999998
2682-KEVRP,0,441.1
2480-JZOSN,0,20.65
0078-XZMHT,0,6130.8
5896-NPFWW,1,150.45
9978-HYCIN,0,3992.65
8338-QIUNR,0,4788.0
1525-LNLOJ,0,4177.8
9450-TRJUU,0,2910.25
1766-GKNMI,0,2462.1000000000004
6942-LBFDP,0,41.1
1456-TWCGB,0,197.0
7133-VBDCG,1,1996.2499999999998
7596-ZYWBB,0,3874.0
8329-UTMVM,0,2825.55
3014-WJKSM,0,2183.7
3347-YJZZE,0,2322.8999999999996
1029-QFBEN,1,19.55
7929-DMBCV,0,1620.0
9661-JALZV,0,1432.6
5433-KYGHE,0,1204.0
4312-KFRXN,0,1828.8
5575-TPIZQ,0,4100.900000000001
0114-IGABW,0,4135.75
9944-AEXBM,0,2740.8
1853-ARAAQ,0,1309.1000000000001
6952-OMNWB,0,5463.799999999999
4697-LUPSU,0,40.4
8434-VGEQQ,0,1253.55
4952-YSOGZ,1,343.8
1589-AGTLK,1,136.05
5244-IRFIH,1,3118.5
6549-YMFAW,0,191.25
4950-HKQTE,0,577.5
6786-OBWQR,0,404.25
2684-EIWEO,1,2751.0
2753-JMMCV,0,4823.0
6439-GTPCA,1,3926.25
6621-YOBKI,0,101.75
1216-JWVUX,0,1887.5
7564-GHCVB,0,5691.599999999999
1173-NOEYG,0,2434.05
7595-EHCDL,0,1619.2
6647-ZEDXT,0,3313.5
2521-NPUZR,0,7070.0
1307-TVUFB,0,3332.7
7503-MIOGA,0,6469.2
4381-MHQDC,0,3055.0
6923-JHPMP,0,160.9
5138-WVKYJ,1,985.5
4018-PPNDW,0,1470.1000000000001
1635-FJFCC,0,220.25
2499-AJYUA,0,7977.599999999999
6919-ELBGL,0,8276.4
3966-HRMZA,0,225.14999999999998
6425-JWTDV,0,924.0
8405-IGQFX,0,5673.15
8224-IVVPA,0,1530.9
9477-LGWQI,0,5610.5
1410-RSCMR,0,499.44999999999993
3115-CZMZD,0,0.0
0139-IVFJG,0,180.7
6683-VLCTZ,1,1971.0
5730-DBDSI,0,1300.2
0030-FNXPP,0,59.550000000000004
2189-WWOEW,1,1288.5
5684-FJVYR,0,6505.2
4013-GUXND,0,20.8
1894-IGFSG,1,1963.5
7379-POKDZ,1,210.89999999999998
1266-NZYUI,0,4813.2
7969-FFOWG,0,1293.5
4718-DHSMV,0,393.79999999999995
5175-WLYXL,0,1734.6999999999998
7817-OMJNA,0,285.59999999999997
8728-SKJLR,0,3044.25
3137-NYQQI,0,1101.6
7706-DZNKK,0,224.95
0236-HFWSV,1,1400.25
3900-AQPHZ,1,19.9
5842-POCOP,1,444.5
2037-XJFUP,1,3161.4
8823-RLPWL,0,7966.8
9505-SQFSW,0,120.89999999999999
7314-OXENN,1,164.0
3758-CKOQL,0,6313.0
0322-CHQRU,1,90.7
5676-CFLYY,0,5207.849999999999
7521-AFHAB,0,224.0
0285-INHLN,0,1478.25
4678-DVQEO,1,52.2
5125-CNDSP,0,2557.8
0691-IFBQW,1,5060.0
4992-LTJNE,0,3981.6
2202-OUTMO,0,2068.9
0810-BDHAW,0,1881.6000000000001
0229-LFJAF,0,5014.8
7131-ZQZNK,0,3591.0
3442-ZHHCC,0,5229.200000000001
5726-CVNYA,0,158.8
9871-ELEYA,0,2300.1000000000004
4257-GAESD,0,270.0
5173-WXOQV,0,128.4
2040-OBMLJ,0,2532.7000000000003
6286-ZHAOK,0,511.0
3807-XHCJH,0,20.0
3009-JWMPU,1,5998.5
5671-RQRLP,0,5295.5
1450-GALXR,1,985.0
8859-AXJZP,0,928.2
3174-AKMAS,0,2953.2000000000003
3138-BKYAV,1,512.0999999999999
9926-PJHDQ,0,5529.599999999999
7382-DFJTU,0,993.6
2798-NYLMZ,0,7707.05
4289-DTDKW,1,4052.0
1820-TQVEV,1,69.55
2239-JALAW,1,5988.5
4853-RULSV,1,7280.0
8098-TDCBU,0,1060.5
3551-GAEGL,0,1033.6
4785-NKHCX,0,100.25
3196-NVXLZ,0,2115.0
6275-YDUVO,1,172.4
0036-IHMOT,0,5703.5
0115-TFERT,1,2335.2000000000003
4178-EGMON,0,6160.0
4220-TINQT,0,6487.349999999999
5318-YKDPV,0,3403.4500000000003
7975-TZMLR,0,4845.7
0295-QVKPB,0,319.75
4335-BSMJS,0,1599.6000000000001
2311-QYMUQ,1,1431.2
3643-AHCFP,1,669.1999999999999
9146-JRIOX,0,357.7
3104-OWCGK,1,5457.0
5337-IIWKZ,0,1524.9
9101-BWFSS,1,5427.5
9650-VBUOG,0,951.9
3487-EARAT,0,5187.0
2672-TGEFF,0,3285.6
9231-ZJYAM,1,315.4
4250-WAROZ,0,5595.0
8184-WMOFI,0,4426.8
6982-SSHFK,1,44.4
6092-QZVPP,0,2851.2000000000003
4625-LAMOB,0,897.5999999999999
0727-BMPLR,1,5500.0
0392-BZIUW,0,7560.0
1038-ZAGBI,1,237.60000000000002
6549-NNDYT,0,401.05
3027-ZTDHO,1,89.9
